bubblesort,-O0,1.746032714843750000,1.489990234375000000,290.18
bubblesort,-O0,1.747253417968750000,1.497619628906250000,286.229
bubblesort,-O0,1.773925781250000000,1.517700195312500000,286.435
bubblesort,-O0,1.840270996093750000,1.580444335937500000,289.628
bubblesort,-O0,1.761413574218750000,1.509216308593750000,284.645
bubblesort,-O0,1.759460449218750000,1.512634277343750000,285.52
bubblesort,-O0,1.780700683593750000,1.524353027343750000,287.481
bubblesort,-O0,1.776733398437500000,1.519592285156250000,287.019
bubblesort,-O0,1.759704589843750000,1.508789062500000000,286.24
bubblesort,-O0,1.762207031250000000,1.503356933593750000,285.609
bubblesort,-O0,1.759216308593750000,1.508789062500000000,286.088
bubblesort,-O0,1.764282226562500000,1.510070800781250000,285.721
bubblesort,-O0,1.761169433593750000,1.511840820312500000,286.52
bubblesort,-O0,1.853393554687500000,1.588928222656250000,290.062
bubblesort,-O0,1.780212402343750000,1.526611328125000000,285.638
bubblesort,-O0,1.771362304687500000,1.520996093750000000,287.443
bubblesort,-O0,1.817260742187500000,1.557861328125000000,287.667
bubblesort,-O0,1.788513183593750000,1.531616210937500000,286.956
bubblesort,-O0,1.762390136718750000,1.514892578125000000,286.654
bubblesort,-O0,1.779846191406250000,1.523498535156250000,286.439
bubblesort,-O0,1.782897949218750000,1.528686523437500000,285.625
bubblesort,-O0,1.779846191406250000,1.527526855468750000,286.067
bubblesort,-O0,1.803283691406250000,1.549377441406250000,288.58
bubblesort,-O0,1.782348632812500000,1.533386230468750000,285.19
bubblesort,-O0,1.790710449218750000,1.538879394531250000,285.323
bubblesort,-O0,1.784057617187500000,1.540954589843750000,285.392
bubblesort,-O0,1.788085937500000000,1.541320800781250000,286.305
bubblesort,-O0,1.872619628906250000,1.610107421875000000,290.836
bubblesort,-O0,1.773010253906250000,1.524230957031250000,284.717
bubblesort,-O0,1.790649414062500000,1.540222167968750000,285.626
bubblesort,-O0,1.797912597656250000,1.552062988281250000,287.193
bubblesort,-O0,1.785034179687500000,1.535339355468750000,284.897
bubblesort,-O0,1.793334960937500000,1.541931152343750000,286.794
bubblesort,-O0,1.790710449218750000,1.541259765625000000,288.39
bubblesort,-O0,1.785949707031250000,1.535400390625000000,285.943
bubblesort,-O0,1.785827636718750000,1.534667968750000000,285.994
bubblesort,-O0,1.785522460937500000,1.539489746093750000,286.589
bubblesort,-O0,1.784851074218750000,1.539550781250000000,285.8
bubblesort,-O0,1.791503906250000000,1.538879394531250000,286.897
